resume_text,label,job_title
responsible for developing solutions using cs typescript figma js tailwind htlm recat presentation skills supply chain skills: css typescript figma js tailwind html react,Design,Frontend Developer
actively collaborated in team settings using typescript docker recat mongodb express adaptability team player skills: typescript docker react mongodb express,Software Development,Full Stack Developer
responsible for developing solutions using pandas statistics slq excel problem solving attention to detail skills: pandas statistics sql excel,Data Science,Data Analyst
hands-on experience in typescript tailwind htlm cs figma js recat critical thinking skills: typescript tailwind html css figma js react,Design,Frontend Developer
hands-on experience in excel forecasting erp financial modeling budgeting salesforce adaptability skills: excel forecasting erp financial modeling budgeting,Finance,Finance Analyst
responsible for developing solutions using switching cisco routing firewalls vpn excel leadership skills: switching cisco routing firewalls vpn,IT Infrastructure,Network Engineer
responsible for developing solutions using slq etl airflow pyhton supply chain accounting skills: sql etl airflow python,Data Engineering,Data Engineer
worked on several projects involving forecasting erp budgeting excel financial modeling excel problem solving skills: forecasting erp budgeting excel financial modeling,Finance,Finance Analyst
passionate about learning new technologies such as tensorflow numpy keras pyhton supply chain problem solving skills: tensorflow numpy keras python,Data Science,ML Engineer
actively collaborated in team settings using git django pyhton linux docker rest supply chain team player skills: git django python linux docker rest,Software Development,Backend Developer
responsible for developing solutions using wordpress grammar copywriting seo blogging supply chain skills: wordpress grammar copywriting seo blogging,Content,Content Writer
passionate about learning new technologies such as typescript figma cs tailwind recat js content writing accounting skills: typescript figma css tailwind react js,Design,Frontend Developer
actively collaborated in team settings using cisco vpn firewalls switching routing adaptability attention to detail skills: cisco vpn firewalls switching routing,IT Infrastructure,Network Engineer
actively collaborated in team settings using cs js figma typescript salesforce skills: css js figma typescript,Design,Frontend Developer
responsible for developing solutions using slq spark etl airflow pyhton hadoop communication skills: sql spark etl airflow python hadoop,Data Engineering,Data Engineer
passionate about learning new technologies such as linux kubernetes ci/cd docker logistics skills: linux kubernetes ci/cd docker,IT Infrastructure,DevOps Engineer
hands-on experience in pandas powerbi excel statistics critical thinking problem solving skills: pandas powerbi excel statistics,Data Science,Data Analyst
passionate about learning new technologies such as slq linux git rest django pyhton excel problem solving skills: sql linux git rest django python,Software Development,Backend Developer
hands-on experience in htlm figma typescript js critical thinking content writing skills: html figma typescript js,Design,Frontend Developer
passionate about learning new technologies such as wireframes prototyping user testing xd figma accounting team player skills: wireframes prototyping user testing xd figma,Design,UI/UX Designer
responsible for developing solutions using slq docker linux rest git leadership presentation skills skills: sql docker linux rest git,Software Development,Backend Developer
hands-on experience in recat docker express node typescript mongodb adaptability attention to detail skills: react docker express node typescript mongodb,Software Development,Full Stack Developer
passionate about learning new technologies such as blogging grammar wordpress copywriting seo logistics adaptability skills: blogging grammar wordpress copywriting seo,Content,Content Writer
actively collaborated in team settings using keras pyhton pandas tensorflow logistics skills: keras python pandas tensorflow,Data Science,ML Engineer
responsible for developing solutions using docker django slq git rest accounting skills: docker django sql git rest,Software Development,Backend Developer
